wkt_geom,id,mean
"MultiPolygon (((100.17358257426207047 15.27709793863512111, 100.17362447743663267 15.27709771907257696, 100.17362425124601089 15.2770570431249606, 100.17358234807952044 15.2770572626868848, 100.17358257426207047 15.27709793863512111)))",785,0.929216379
"MultiPolygon (((100.17358234807952044 15.2770572626868848, 100.17362425124601089 15.2770570431249606, 100.17362402505605701 15.2770163671771968, 100.17358212189763833 15.27701658673851348, 100.17358234807952044 15.2770572626868848)))",786,0.92366623
"MultiPolygon (((100.17358212189763833 15.27701658673851348, 100.17362402505605701 15.2770163671771968, 100.17362379886679946 15.27697569122928201, 100.17358189571643834 15.2769759107899894, 100.17358212189763833 15.27701658673851348)))",787,0.841519566
"MultiPolygon (((100.17358189571643834 15.2769759107899894, 100.17362379886679946 15.27697569122928201, 100.17362357267819561 15.27693501528121978, 100.17358166953590626 15.27693523484131077, 100.17358189571643834 15.2769759107899894)))",788,0.841677595
"MultiPolygon (((100.17358166953590626 15.27693523484131077, 100.17362357267819561 15.27693501528121978, 100.17362334649027389 15.27689433933299945, 100.17358144335607051 15.27689455889248116, 100.17358166953590626 15.27693523484131077)))",789,0.786155531
"MultiPolygon (((100.17358144335607051 15.27689455889248116, 100.17362334649027389 15.27689433933299945, 100.17362312030303428 15.27685366338463702, 100.17358121717688846 15.27685388294350588, 100.17358144335607051 15.27689455889248116)))",790,0.814168036
"MultiPolygon (((100.17358121717688846 15.27685388294350588, 100.17362312030303428 15.27685366338463702, 100.17362289411646259 15.27681298743612004, 100.17358099099840274 15.27681320699437606, 100.17358121717688846 15.27685388294350588)))",791,0.792605067
"MultiPolygon (((100.17358099099840274 15.27681320699437606, 100.17362289411646259 15.27681298743612004, 100.17362266793057302 15.27677231148744852, 100.17358076482057072 15.2767725310450917, 100.17358099099840274 15.27681320699437606)))",792,0.653519366
"MultiPolygon (((100.17358076482057072 15.2767725310450917, 100.17362266793057302 15.27677231148744852, 100.17362244174533714 15.27673163553863489, 100.17358053864342082 15.2767318550956599, 100.17358076482057072 15.2767725310450917)))",793,0.370008254
"MultiPolygon (((100.1736249298199084 15.27717907096735139, 100.17366683300993202 15.2771788513957496, 100.17366660680988844 15.27713817544904273, 100.17362470362792237 15.27713839502003168, 100.1736249298199084 15.27717907096735139)))",892,0.290521835
"MultiPolygon (((100.17362470362792237 15.27713839502003168, 100.17366660680988844 15.27713817544904273, 100.17366638061052697 15.27709749950220086, 100.17362447743663267 15.27709771907257696, 100.17362470362792237 15.27713839502003168)))",893,0.881939703
"MultiPolygon (((100.17362447743663267 15.27709771907257696, 100.17366638061052697 15.27709749950220086, 100.17366615441183342 15.27705682355519734, 100.17362425124601089 15.2770570431249606, 100.17362447743663267 15.27709771907257696)))",894,0.936960876
"MultiPolygon (((100.17362425124601089 15.2770570431249606, 100.17366615441183342 15.27705682355519734, 100.17366592821382199 15.27701614760804638, 100.17362402505605701 15.2770163671771968, 100.17362425124601089 15.2770570431249606)))",895,0.931872784
"MultiPolygon (((100.17362402505605701 15.2770163671771968, 100.17366592821382199 15.27701614760804638, 100.17366570201647846 15.27697547166074266, 100.17362379886679946 15.27697569122928201, 100.17362402505605701 15.2770163671771968)))",896,0.898157811
"MultiPolygon (((100.17362379886679946 15.27697569122928201, 100.17366570201647846 15.27697547166074266, 100.17366547581980285 15.27693479571328972, 100.17362357267819561 15.27693501528121978, 100.17362379886679946 15.27697569122928201)))",897,0.847861194
"MultiPolygon (((100.17362357267819561 15.27693501528121978, 100.17366547581980285 15.27693479571328972, 100.17366524962380936 15.27689411976568756, 100.17362334649027389 15.27689433933299945, 100.17362357267819561 15.27693501528121978)))",898,0.832421194
"MultiPolygon (((100.17362334649027389 15.27689433933299945, 100.17366524962380936 15.27689411976568756, 100.17366502342849799 15.27685344381793264, 100.17362312030303428 15.27685366338463702, 100.17362334649027389 15.27689433933299945)))",899,0.78468635
"MultiPolygon (((100.17362312030303428 15.27685366338463702, 100.17366502342849799 15.27685344381793264, 100.17366479723385453 15.27681276787002851, 100.17362289411646259 15.27681298743612004, 100.17362312030303428 15.27685366338463702)))",900,0.822724257
"MultiPolygon (((100.17362289411646259 15.27681298743612004, 100.17366479723385453 15.27681276787002851, 100.17366457103989319 15.27677209192196806, 100.17362266793057302 15.27677231148744852, 100.17362289411646259 15.27681298743612004)))",901,0.833936944
"MultiPolygon (((100.17362266793057302 15.27677231148744852, 100.17366457103989319 15.27677209192196806, 100.17366434484659976 15.27673141597376905, 100.17362244174533714 15.27673163553863489, 100.17362266793057302 15.27677231148744852)))",902,0.743131252
"MultiPolygon (((100.17362244174533714 15.27673163553863489, 100.17366434484659976 15.27673141597376905, 100.17366411865398845 15.27669074002541194, 100.17362221556081181 15.27669095958966494, 100.17362244174533714 15.27673163553863489)))",903,0.669940943
"MultiPolygon (((100.17362221556081181 15.27669095958966494, 100.17366411865398845 15.27669074002541194, 100.17366389246203084 15.27665006407689674, 100.17362198937694018 15.27665028364053867, 100.17362221556081181 15.27669095958966494)))",904,0.699388748
"MultiPolygon (((100.17362198937694018 15.27665028364053867, 100.17366389246203084 15.27665006407689674, 100.17366366627076957 15.27660938812823943, 100.17362176319373646 15.27660960769127385, 100.17362198937694018 15.27665028364053867)))",905,0.655880311
"MultiPolygon (((100.17362176319373646 15.27660960769127385, 100.17366366627076957 15.27660938812823943, 100.1736634400801762 15.27656871217943113, 100.17362153701121485 15.27656893174184738, 100.17362176319373646 15.27660960769127385)))",906,0.435002987
"MultiPolygon (((100.17362153701121485 15.27656893174184738, 100.1736634400801762 15.27656871217943113, 100.17366321389027917 15.27652803623047362, 100.17362131082937537 15.27652825579228058, 100.17362153701121485 15.27656893174184738)))",907,0.34102453
"MultiPolygon (((100.17366683300993202 15.2771788513957496, 100.17370873619930194 15.27717863181630875, 100.17370850999117238 15.27713795587022361, 100.17366660680988844 15.27713817544904273, 100.17366683300993202 15.2771788513957496)))",1001,0.43057374
"MultiPolygon (((100.17366660680988844 15.27713817544904273, 100.17370850999117238 15.27713795587022361, 100.17370828378373915 15.27709727992398925, 100.17366638061052697 15.27709749950220086, 100.17366660680988844 15.27713817544904273)))",1002,0.848888065
"MultiPolygon (((100.17366638061052697 15.27709749950220086, 100.17370828378373915 15.27709727992398925, 100.17370805757697383 15.27705660397759857, 100.17366615441183342 15.27705682355519734, 100.17366638061052697 15.27709749950220086)))",1003,0.871509044
"MultiPolygon (((100.17366615441183342 15.27705682355519734, 100.17370805757697383 15.27705660397759857, 100.17370783137089063 15.27701592803105868, 100.17366592821382199 15.27701614760804638, 100.17366615441183342 15.27705682355519734)))",1004,0.90966627
"MultiPolygon (((100.17366592821382199 15.27701614760804638, 100.17370783137089063 15.27701592803105868, 100.17370760516547534 15.27697525208436602, 100.17366570201647846 15.27697547166074266, 100.17366592821382199 15.27701614760804638)))",1005,0.903738362
"MultiPolygon (((100.17366570201647846 15.27697547166074266, 100.17370760516547534 15.27697525208436602, 100.17370737896074218 15.2769345761375277, 100.17366547581980285 15.27693479571328972, 100.17366570201647846 15.27697547166074266)))",1006,0.866140688
"MultiPolygon (((100.17366547581980285 15.27693479571328972, 100.17370737896074218 15.2769345761375277, 100.17370715275667692 15.27689390019053839, 100.17366524962380936 15.27689411976568756, 100.17366547581980285 15.27693479571328972)))",1007,0.898424382
"MultiPolygon (((100.17366524962380936 15.27689411976568756, 100.17370715275667692 15.27689390019053839, 100.17370692655329378 15.27685322424339809, 100.17366502342849799 15.27685344381793264, 100.17366524962380936 15.27689411976568756)))",1008,0.885283974
"MultiPolygon (((100.17366502342849799 15.27685344381793264, 100.17370692655329378 15.27685322424339809, 100.17370670035057856 15.27681254829610502, 100.17366479723385453 15.27681276787002851, 100.17366502342849799 15.27685344381793264)))",1009,0.842490966
"MultiPolygon (((100.17366479723385453 15.27681276787002851, 100.17370670035057856 15.27681254829610502, 100.17370647414854545 15.27677187234865741, 100.17366457103989319 15.27677209192196806, 100.17366479723385453 15.27681276787002851)))",1010,0.876442886
"MultiPolygon (((100.17366457103989319 15.27677209192196806, 100.17370647414854545 15.27677187234865741, 100.17370624794718026 15.27673119640106592, 100.17366434484659976 15.27673141597376905, 100.17366457103989319 15.27677209192196806)))",1011,0.80364071
"MultiPolygon (((100.17366434484659976 15.27673141597376905, 100.17370624794718026 15.27673119640106592, 100.17370602174648297 15.27669052045331988, 100.17366411865398845 15.27669074002541194, 100.17366434484659976 15.27673141597376905)))",1012,0.818819144
"MultiPolygon (((100.17366411865398845 15.27669074002541194, 100.17370602174648297 15.27669052045331988, 100.17370579554648202 15.27664984450542107, 100.17366389246203084 15.27665006407689674, 100.17366411865398845 15.27669074002541194)))",1013,0.82776162
"MultiPolygon (((100.17366389246203084 15.27665006407689674, 100.17370579554648202 15.27664984450542107, 100.17370556934714898 15.27660916855737483, 100.17366366627076957 15.27660938812823943, 100.17366389246203084 15.27665006407689674)))",1014,0.801745149
"MultiPolygon (((100.17366366627076957 15.27660938812823943, 100.17370556934714898 15.27660916855737483, 100.17370534314846964 15.27656849260918115, 100.1736634400801762 15.27656871217943113, 100.17366366627076957 15.27660938812823943)))",1015,0.815384708
"MultiPolygon (((100.1736634400801762 15.27656871217943113, 100.17370534314846964 15.27656849260918115, 100.17370511695048663 15.27652781666083293, 100.17366321389027917 15.27652803623047362, 100.1736634400801762 15.27656871217943113)))",1016,0.84535272
"MultiPolygon (((100.17366321389027917 15.27652803623047362, 100.17370511695048663 15.27652781666083293, 100.17370489075318574 15.27648714071233194, 100.17366298770103583 15.27648736028136156, 100.17366321389027917 15.27652803623047362)))",1017,0.81350539
"MultiPolygon (((100.17366298770103583 15.27648736028136156, 100.17370489075318574 15.27648714071233194, 100.17370466455653855 15.27644646476368528, 100.17366276151246041 15.27644668433210562, 100.17366298770103583 15.27648736028136156)))",1018,0.753054659
"MultiPolygon (((100.17366276151246041 15.27644668433210562, 100.17370466455653855 15.27644646476368528, 100.17370443836057348 15.27640578881488409, 100.1736625353245671 15.2764060083826827, 100.17366276151246041 15.27644668433210562)))",1019,0.518891797
"MultiPolygon (((100.1736625353245671 15.2764060083826827, 100.17370443836057348 15.27640578881488409, 100.17370421216529053 15.27636511286593368, 100.17366230913735592 15.27636533243312478, 100.1736625353245671 15.2764060083826827)))",1020,0.29220818
"MultiPolygon (((100.17366230913735592 15.27636533243312478, 100.17370421216529053 15.27636511286593368, 100.17370398597067549 15.27632443691683051, 100.17366208295081265 15.27632465648341054, 100.17366230913735592 15.27636533243312478)))",1021,0.17769256
"MultiPolygon (((100.17370873619930194 15.27717863181630875, 100.17375063938798974 15.27717841222904305, 100.17375041317180262 15.27713773628356542, 100.17370850999117238 15.27713795587022361, 100.17370873619930194 15.27717863181630875)))",1110,0.59898037
"MultiPolygon (((100.17370850999117238 15.27713795587022361, 100.17375041317180262 15.27713773628356542, 100.17375018695628341 15.27709706033794035, 100.17370828378373915 15.27709727992398925, 100.17370850999117238 15.27713795587022361)))",1111,0.824660325
"MultiPolygon (((100.17370828378373915 15.27709727992398925, 100.17375018695628341 15.27709706033794035, 100.17374996074146054 15.27705638439216429, 100.17370805757697383 15.27705660397759857, 100.17370828378373915 15.27709727992398925)))",1112,0.8609042
"MultiPolygon (((100.17370805757697383 15.27705660397759857, 100.17374996074146054 15.27705638439216429, 100.17374973452729137 15.27701570844623546, 100.17370783137089063 15.27701592803105868, 100.17370805757697383 15.27705660397759857)))",1113,0.885964422
"MultiPolygon (((100.17370783137089063 15.27701592803105868, 100.17374973452729137 15.27701570844623546, 100.17374950831381852 15.27697503250016275, 100.17370760516547534 15.27697525208436602, 100.17370783137089063 15.27701592803105868)))",1114,0.885092969
"MultiPolygon (((100.17370760516547534 15.27697525208436602, 100.17374950831381852 15.27697503250016275, 100.17374928210099938 15.27693435655393195, 100.17370737896074218 15.2769345761375277, 100.17370760516547534 15.27697525208436602)))",1115,0.858204306
"MultiPolygon (((100.17370737896074218 15.2769345761375277, 100.17374928210099938 15.27693435655393195, 100.17374905588886236 15.27689368060755015, 100.17370715275667692 15.27689390019053839, 100.17370737896074218 15.2769345761375277)))",1116,0.922685158
"MultiPolygon (((100.17370715275667692 15.27689390019053839, 100.17374905588886236 15.27689368060755015, 100.17374882967740746 15.27685300466102625, 100.17370692655329378 15.27685322424339809, 100.17370715275667692 15.27689390019053839)))",1117,0.947016718
"MultiPolygon (((100.17370692655329378 15.27685322424339809, 100.17374882967740746 15.27685300466102625, 100.17374860346663468 15.27681232871434602, 100.17370670035057856 15.27681254829610502, 100.17370692655329378 15.27685322424339809)))",1118,0.914055529
"MultiPolygon (((100.17370670035057856 15.27681254829610502, 100.17374860346663468 15.27681232871434602, 100.17374837725650139 15.2767716527675077, 100.17370647414854545 15.27677187234865741, 100.17370670035057856 15.27681254829610502)))",1119,0.904065762
"MultiPolygon (((100.17370647414854545 15.27677187234865741, 100.17374837725650139 15.2767716527675077, 100.17374815104707864 15.27673097682053438, 100.17370624794718026 15.27673119640106592, 100.17370647414854545 15.27677187234865741)))",1120,0.88721839
"MultiPolygon (((100.17370624794718026 15.27673119640106592, 100.17374815104707864 15.27673097682053438, 100.17374792483830959 15.27669030087339941, 100.17370602174648297 15.27669052045331988, 100.17370624794718026 15.27673119640106592)))",1121,0.873227407
"MultiPolygon (((100.17370602174648297 15.27669052045331988, 100.17374792483830959 15.27669030087339941, 100.17374769863023687 15.27664962492611345, 100.17370579554648202 15.27664984450542107, 100.17370602174648297 15.27669052045331988)))",1122,0.941903756
"MultiPolygon (((100.17370579554648202 15.27664984450542107, 100.17374769863023687 15.27664962492611345, 100.17374747242283206 15.27660894897867649, 100.17370556934714898 15.27660916855737483, 100.17370579554648202 15.27664984450542107)))",1123,0.896840231
"MultiPolygon (((100.17370556934714898 15.27660916855737483, 100.17374747242283206 15.27660894897867649, 100.17374724621609516 15.2765682730310921, 100.17370534314846964 15.27656849260918115, 100.17370556934714898 15.27660916855737483)))",1124,0.907001594
"MultiPolygon (((100.17370534314846964 15.27656849260918115, 100.17374724621609516 15.2765682730310921, 100.17374702001004039 15.27652759708336028, 100.17370511695048663 15.27652781666083293, 100.17370534314846964 15.27656849260918115)))",1125,0.92554917
"MultiPolygon (((100.17370511695048663 15.27652781666083293, 100.17374702001004039 15.27652759708336028, 100.17374679380465352 15.27648692113546858, 100.17370489075318574 15.27648714071233194, 100.17370511695048663 15.27652781666083293)))",1126,0.878800449
"MultiPolygon (((100.17370489075318574 15.27648714071233194, 100.17374679380465352 15.27648692113546858, 100.17374656759994878 15.27644624518743655, 100.17370466455653855 15.27644646476368528, 100.17370489075318574 15.27648714071233194)))",1127,0.890769775
"MultiPolygon (((100.17370466455653855 15.27644646476368528, 100.17374656759994878 15.27644624518743655, 100.17374634139591194 15.27640556923924642, 100.17370443836057348 15.27640578881488409, 100.17370466455653855 15.27644646476368528)))",1128,0.886739786
"MultiPolygon (((100.17370443836057348 15.27640578881488409, 100.17374634139591194 15.27640556923924642, 100.17374611519255723 15.2763648932909053, 100.17370421216529053 15.27636511286593368, 100.17370443836057348 15.27640578881488409)))",1129,0.874503848
"MultiPolygon (((100.17370421216529053 15.27636511286593368, 100.17374611519255723 15.2763648932909053, 100.17374588898987042 15.27632421734241319, 100.17370398597067549 15.27632443691683051, 100.17370421216529053 15.27636511286593368)))",1130,0.860647244
"MultiPolygon (((100.17370398597067549 15.27632443691683051, 100.17374588898987042 15.27632421734241319, 100.17374566278786574 15.2762835413937772, 100.17370375977674257 15.27628376096757812, 100.17370398597067549 15.27632443691683051)))",1131,0.403439066
"MultiPolygon (((100.17370375977674257 15.27628376096757812, 100.17374566278786574 15.2762835413937772, 100.17374543658654318 15.27624286544498489, 100.17370353358349178 15.27624308501817474, 100.17370375977674257 15.27628376096757812)))",1132,0.009999798
"MultiPolygon (((100.17375086560484476 15.27721908817436436, 100.1737927688009222 15.27721886857864675, 100.17379254257599541 15.2771781926339365, 100.17375063938798974 15.27717841222904305, 100.17375086560484476 15.27721908817436436)))",1218,0.622687192
"MultiPolygon (((100.17375063938798974 15.27717841222904305, 100.17379254257599541 15.2771781926339365, 100.17379231635173653 15.27713751668907172, 100.17375041317180262 15.27713773628356542, 100.17375063938798974 15.27717841222904305)))",1219,0.831112992
"MultiPolygon (((100.17375041317180262 15.27713773628356542, 100.17379231635173653 15.27713751668907172, 100.17379209012814556 15.27709684074406127, 100.17375018695628341 15.27709706033794035, 100.17375041317180262 15.27713773628356542)))",1220,0.890871631
"MultiPolygon (((100.17375018695628341 15.27709706033794035, 100.17379209012814556 15.27709684074406127, 100.17379186390525092 15.27705616479889628, 100.17374996074146054 15.27705638439216429, 100.17375018695628341 15.27709706033794035)))",1221,0.898580636
"MultiPolygon (((100.17374996074146054 15.27705638439216429, 100.17379186390525092 15.27705616479889628, 100.17379163768300998 15.27701548885358029, 100.17374973452729137 15.27701570844623546, 100.17374996074146054 15.27705638439216429)))",1222,0.881075133
"MultiPolygon (((100.17374973452729137 15.27701570844623546, 100.17379163768300998 15.27701548885358029, 100.17379141146145116 15.27697481290811865, 100.17374950831381852 15.27697503250016275, 100.17374973452729137 15.27701570844623546)))",1223,0.830264636
"MultiPolygon (((100.17374950831381852 15.27697503250016275, 100.17379141146145116 15.27697481290811865, 100.17379118524058867 15.27693413696249713, 100.17374928210099938 15.27693435655393195, 100.17374950831381852 15.27697503250016275)))",1224,0.819782646
"MultiPolygon (((100.17374928210099938 15.27693435655393195, 100.17379118524058867 15.27693413696249713, 100.17379095902037989 15.27689346101673351, 100.17374905588886236 15.27689368060755015, 100.17374928210099938 15.27693435655393195)))",1225,0.873330655
"MultiPolygon (((100.17374905588886236 15.27689368060755015, 100.17379095902037989 15.27689346101673351, 100.17379073280083901 15.27685278507081357, 100.17374882967740746 15.27685300466102625, 100.17374905588886236 15.27689368060755015)))",1226,0.909795806
"MultiPolygon (((100.17374882967740746 15.27685300466102625, 100.17379073280083901 15.27685278507081357, 100.17379050658199446 15.27681210912474796, 100.17374860346663468 15.27681232871434602, 100.17374882967740746 15.27685300466102625)))",1227,0.914290688
"MultiPolygon (((100.17374860346663468 15.27681232871434602, 100.17379050658199446 15.27681210912474796, 100.17379028036381783 15.27677143317852604, 100.17374837725650139 15.2767716527675077, 100.17374860346663468 15.27681232871434602)))",1228,0.902567787
"MultiPolygon (((100.17374837725650139 15.2767716527675077, 100.17379028036381783 15.27677143317852604, 100.1737900541463091 15.27673075723215845, 100.17374815104707864 15.27673097682053438, 100.17374837725650139 15.2767716527675077)))",1229,0.877833059
"MultiPolygon (((100.17374815104707864 15.27673097682053438, 100.1737900541463091 15.27673075723215845, 100.17378982792946829 15.27669008128563988, 100.17374792483830959 15.27669030087339941, 100.17374815104707864 15.27673097682053438)))",1230,0.924747542
"MultiPolygon (((100.17374792483830959 15.27669030087339941, 100.17378982792946829 15.27669008128563988, 100.1737896017133238 15.27664940533896321, 100.17374769863023687 15.27664962492611345, 100.17374792483830959 15.27669030087339941)))",1231,0.934968097
"MultiPolygon (((100.17374769863023687 15.27664962492611345, 100.1737896017133238 15.27664940533896321, 100.17378937549783302 15.27660872939214443, 100.17374747242283206 15.27660894897867649, 100.17374769863023687 15.27664962492611345)))",1232,0.914781401
"MultiPolygon (((100.17374747242283206 15.27660894897867649, 100.17378937549783302 15.27660872939214443, 100.17378914928303857 15.27656805344517466, 100.17374724621609516 15.2765682730310921, 100.17374747242283206 15.27660894897867649)))",1233,0.894013768
"MultiPolygon (((100.17374724621609516 15.2765682730310921, 100.17378914928303857 15.27656805344517466, 100.17378892306891203 15.27652737749805212, 100.17374702001004039 15.27652759708336028, 100.17374724621609516 15.2765682730310921)))",1234,0.885620218
"MultiPolygon (((100.17374702001004039 15.27652759708336028, 100.17378892306891203 15.27652737749805212, 100.1737886968554534 15.27648670155077149, 100.17374679380465352 15.27648692113546858, 100.17374702001004039 15.27652759708336028)))",1235,0.887161659
"MultiPolygon (((100.17374679380465352 15.27648692113546858, 100.1737886968554534 15.27648670155077149, 100.17378847064267688 15.27644602560335052, 100.17374656759994878 15.27644624518743655, 100.17374679380465352 15.27648692113546858)))",1236,0.913506556
"MultiPolygon (((100.17374656759994878 15.27644624518743655, 100.17378847064267688 15.27644602560335052, 100.17378824443056828 15.27640534965577324, 100.17374634139591194 15.27640556923924642, 100.17374656759994878 15.27644624518743655)))",1237,0.936019768
"MultiPolygon (((100.17374634139591194 15.27640556923924642, 100.17378824443056828 15.27640534965577324, 100.1737880182191418 15.27636467370804674, 100.17374611519255723 15.2763648932909053, 100.17374634139591194 15.27640556923924642)))",1238,0.932156646
"MultiPolygon (((100.17374611519255723 15.2763648932909053, 100.1737880182191418 15.27636467370804674, 100.17378779200839745 15.27632399776017103, 100.17374588898987042 15.27632421734241319, 100.17374611519255723 15.2763648932909053)))",1239,0.931233589
"MultiPolygon (((100.17374588898987042 15.27632421734241319, 100.17378779200839745 15.27632399776017103, 100.173787565798321 15.27628332181214255, 100.17374566278786574 15.2762835413937772, 100.17374588898987042 15.27632421734241319)))",1240,0.755379176
"MultiPolygon (((100.17374566278786574 15.2762835413937772, 100.173787565798321 15.27628332181214255, 100.17378733958891246 15.27624264586396485, 100.17374543658654318 15.27624286544498489, 100.17374566278786574 15.2762835413937772)))",1241,0.001157178
"MultiPolygon (((100.17374543658654318 15.27624286544498489, 100.17378733958891246 15.27624264586396485, 100.17378711338018604 15.27620196991563439, 100.17374521038588853 15.27620218949604691, 100.17374543658654318 15.27624286544498489)))",1242,0.415304612
"MultiPolygon (((100.17374521038588853 15.27620218949604691, 100.17378711338018604 15.27620196991563439, 100.17378688717212754 15.27616129396715472, 100.17374498418590179 15.27616151354695262, 100.17374521038588853 15.27620218949604691)))",1243,0.338349315
"MultiPolygon (((100.1737927688009222 15.27721886857864675, 100.17383467199633174 15.27721864897509541, 100.17383444576331897 15.27717797303099445, 100.17379254257599541 15.2771781926339365, 100.1737927688009222 15.27721886857864675)))",1327,0.417102093
"MultiPolygon (((100.17379254257599541 15.2771781926339365, 100.17383444576331897 15.27717797303099445, 100.17383421953100253 15.27713729708674606, 100.17379231635173653 15.27713751668907172, 100.17379254257599541 15.2771781926339365)))",1328,0.88985463
"MultiPolygon (((100.17379231635173653 15.27713751668907172, 100.17383421953100253 15.27713729708674606, 100.1738339932993398 15.2770966211423449, 100.17379209012814556 15.27709684074406127, 100.17379231635173653 15.27713751668907172)))",1329,0.871965808
"MultiPolygon (((100.17379209012814556 15.27709684074406127, 100.1738339932993398 15.2770966211423449, 100.17383376706837339 15.27705594519779098, 100.17379186390525092 15.27705616479889628, 100.17379209012814556 15.27709684074406127)))",1330,0.923557408
"MultiPolygon (((100.17379186390525092 15.27705616479889628, 100.17383376706837339 15.27705594519779098, 100.17383354083806069 15.27701526925308961, 100.17379163768300998 15.27701548885358029, 100.17379186390525092 15.27705616479889628)))",1331,0.920712484
"MultiPolygon (((100.17379163768300998 15.27701548885358029, 100.17383354083806069 15.27701526925308961, 100.17383331460844431 15.27697459330823548, 100.17379141146145116 15.27697481290811865, 100.17379163768300998 15.27701548885358029)))",1332,0.882030605
"MultiPolygon (((100.17379141146145116 15.27697481290811865, 100.17383331460844431 15.27697459330823548, 100.17383308837949585 15.27693391736323036, 100.17379118524058867 15.27693413696249713, 100.17379141146145116 15.27697481290811865)))",1333,0.847488697
"MultiPolygon (((100.17379118524058867 15.27693413696249713, 100.17383308837949585 15.27693391736323036, 100.17383286215121529 15.27689324141807781, 100.17379095902037989 15.27689346101673351, 100.17379118524058867 15.27693413696249713)))",1334,0.805580481
"MultiPolygon (((100.17379095902037989 15.27689346101673351, 100.17383286215121529 15.27689324141807781, 100.17383263592361686 15.27685256547277426, 100.17379073280083901 15.27685278507081357, 100.17379095902037989 15.27689346101673351)))",1335,0.900899821
"MultiPolygon (((100.17379073280083901 15.27685278507081357, 100.17383263592361686 15.27685256547277426, 100.17383240969667213 15.27681188952731617, 100.17379050658199446 15.27681210912474796, 100.17379073280083901 15.27685278507081357)))",1336,0.909114351
"MultiPolygon (((100.17379050658199446 15.27681210912474796, 100.17383240969667213 15.27681188952731617, 100.17383218347043794 15.27677121358170531, 100.17379028036381783 15.27677143317852604, 100.17379050658199446 15.27681210912474796)))",1337,0.884285561
"MultiPolygon (((100.17379028036381783 15.27677143317852604, 100.17383218347043794 15.27677121358170531, 100.17383195724485745 15.27673053763595057, 100.1737900541463091 15.27673075723215845, 100.17379028036381783 15.27677143317852604)))",1338,0.866459422
"MultiPolygon (((100.1737900541463091 15.27673075723215845, 100.17383195724485745 15.27673053763595057, 100.17383173101995908 15.27668986169004306, 100.17378982792946829 15.27669008128563988, 100.1737900541463091 15.27673075723215845)))",1339,0.936468113
"MultiPolygon (((100.17378982792946829 15.27669008128563988, 100.17383173101995908 15.27668986169004306, 100.17383150479572862 15.27664918574398101, 100.1737896017133238 15.27664940533896321, 100.17378982792946829 15.27669008128563988)))",1340,0.908171955
"MultiPolygon (((100.1737896017133238 15.27664940533896321, 100.17383150479572862 15.27664918574398101, 100.17383127857218028 15.27660850979777152, 100.17378937549783302 15.27660872939214443, 100.1737896017133238 15.27664940533896321)))",1341,0.821750231
